,name,price,rating,review,url,Manufacturer,Asin
45,        TRUE HUMAN Anti-Theft and USB charging port backpack with security lock Laptop bag|office bag| for men and women (Grey)       ,585,3.8 out of 5 stars,"1,737 ratings",/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1681981185&sprefix=ba%2Caps%2C283&sr=8-70,Manufacturer1,ASINB09H7PK5ML
46,        Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black)       ,"1,439.",4.5 out of 5 stars,"1,111 ratings",/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QBD333/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1681981185&sprefix=ba%2Caps%2C283&sr=8-71,ManufacturerArcticFox,ASINB089QBD333
47,,,,,/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1681981185&sprefix=ba%2Caps%2C283&sr=8-72,ManufacturerArcticFox,ASINB089QBD333
48,,,,,/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1681981185&sprefix=ba%2Caps%2C283&sr=8-73,ManufacturerArcticFox,ASINB089QBD333
49,        Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men       ,"1,399.",4.2 out of 5 stars,357 ratings,/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1681981185&sprefix=ba%2Caps%2C283&sr=8-74,ManufacturerTrajectoryMarketingLLP,ASINB09RK6NCGC
50,"        Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment |       ",509,4.2 out of 5 stars,12 ratings,/sspa/click?ie=UTF8&spc=MTo3ODM2MTI0MzU5ODA3NTAwOjE2ODE5ODExOTM6c3BfYXRmX25leHQ6MjAxMzIwNzU1MjA2OTg6OjA6Og&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB0BYW5SH4L%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981193%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerHalf_Moon,ASINB0BYW5SH4L
51,"        uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,700.",4.0 out of 5 stars,207 ratings,/sspa/click?ie=UTF8&spc=MTo3ODM2MTI0MzU5ODA3NTAwOjE2ODE5ODExOTM6c3BfYXRmX25leHQ6MjAwNjU1MzM2ODQ2OTg6OjA6Og&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981193%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B81YTTWS
52,,,,,/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-83,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B81YTTWS
53,        TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty       ,"2,380.",4.4 out of 5 stars,"7,070 ratings",/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-84,ManufacturerTRAWOC,ASINB0847PGZZM
54,        Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue)       ,488.,3.7 out of 5 stars,96 ratings,/Skybags-Polypropylene-Cms-Travel-DFACN1BLU_Blue/dp/B0B6CH21F9/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-85,ManufacturerVIPIndustriesLtdDGPHouse5thFloor88COldPrabhadeviRoadMumbai400025,ASINB0B6CH21F9
55,        DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White       ,299.,3.8 out of 5 stars,"2,350 ratings",/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-86,DateFirstAvailable28August2018,ManufacturerRushiEnterprise
56,"        Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag       ",899,4.2 out of 5 stars,869 ratings,/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-87,ManufacturerTHEHUTCHENTERPRISES,ASINB09BMG8R6Y
57,        NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office       ,631,3.9 out of 5 stars,713 ratings,/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-88,ManufacturerNorthzone,ASINB0BL3SPN16
58,,,,,/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-89,ManufacturerNorthzone,ASINB0BL3SPN16
59,        Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty       ,899,3.9 out of 5 stars,"9,282 ratings",/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1681981193&sprefix=ba%2Caps%2C283&sr=8-90,ManufacturerAkshayaRubbersHebbalIndustrialAreaMysore,ASINB08YZ5XY31
60,"        Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment |       ",509.,4.2 out of 5 stars,12 ratings,/sspa/click?ie=UTF8&spc=MToyMTU5MzMwNzEwOTUzMzc6MTY4MTk4MTIwNDpzcF9hdGZfbmV4dDoyMDEzMjA3NTUyMDY5ODo6MDo6&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB0BYW5SH4L%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981204%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerHalf_Moon,ASINB0BYW5SH4L
61,"        uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,600",4.1 out of 5 stars,401 ratings,/sspa/click?ie=UTF8&spc=MToyMTU5MzMwNzEwOTUzMzc6MTY4MTk4MTIwNDpzcF9hdGZfbmV4dDoyMDA2Mzc4NDQ1ODA5ODo6MDo6&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981204%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B68Z3X7D
62,        DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black       ,339.,3.8 out of 5 stars,"2,350 ratings",/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-99,DateFirstAvailable28August2018,ManufacturerRushiEnterprise
63,"        HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |       ","2,599.",4.3 out of 5 stars,"4,752 ratings",/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-100,ManufacturerHindustanFoam,ASINB07P2TQH78
64,        Comfabie Women's Fashion Backpack Purses Multipurpose Design Handbags and Shoulder Bag PU Leather Travel bag Vegan Leather Girl's Travel Casual Collage Backpack With Shoulder printed Straps       ,809.,3.7 out of 5 stars,68 ratings,/Comfabie-Backpack-Multipurpose-Handbags-Shoulder/dp/B0BNQJM7Q9/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-101,ManufacturerPEEJAYINTERNATIONAL9667336656,ASINB0BNQJM7Q9
65,        Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit)       ,808,4.4 out of 5 stars,"1,016 ratings",/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-102,ManufacturerShriSalasarEnterprises,ASINB08F9QYRZB
66,        Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag       ,949.,4.1 out of 5 stars,"5,794 ratings",/Lavie-Broxa-Flap-Womens-Sling/dp/B08QTF8RPM/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-103,ManufacturerBagzoneLifestylePvtLtd,ASINB08QTF8RPM
67,"        SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY       ",749.,3.7 out of 5 stars,232 ratings,/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-104,ASINB0966F821Q,ItemmodelnumberLAPTOPBAGS
68,        Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls       ,559,3.7 out of 5 stars,350 ratings,/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-105,ManufacturerHalf_Moon,ASINB09QM9N1B3
69,"        Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment |       ",509.,4.2 out of 5 stars,12 ratings,/Half-Moon-Resistant-Backpack-Compartment/dp/B0BYW5SH4L/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1681981204&sprefix=ba%2Caps%2C283&sr=8-106,ManufacturerHalf_Moon,ASINB0BYW5SH4L
70,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo4MDQ4NDA5OTUxMDA0NTQ0OjE2ODE5ODEyMjA6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981220%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
71,"        Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment |       ",509,4.2 out of 5 stars,12 ratings,/sspa/click?ie=UTF8&spc=MTo4MDQ4NDA5OTUxMDA0NTQ0OjE2ODE5ODEyMjA6c3BfYXRmX25leHQ6MjAxMzIwNzU1MjA2OTg6OjA6Og&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB0BYW5SH4L%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981220%26sprefix%3Dba%252Caps%252C283%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerHalf_Moon,ASINB0BYW5SH4L
72,        ADISA Women Girls Floral Print Sling Bag       ,399,4.3 out of 5 stars,486 ratings,/ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-115,ManufacturerADISA,ASINB09B56BCXR
73,        TRUE HUMAN® 32 Ltr Laptop Backpack for Men and Women| USB Port Travel Backpack|College Bags for Girls & Boys (Blue)       ,599,3.6 out of 5 stars,158 ratings,/TRUE-HUMAN%C2%AE-Laptop-Backpack-College/dp/B0BKTQ48D5/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-116,Manufacturerramaluxurystore,ASINB0BKTQ48D5
74,        Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black       ,879,4.3 out of 5 stars,300 ratings,/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-117,ManufacturerGear,ASINB097KGL2M5
75,"        Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty       ",799.,4.1 out of 5 stars,"2,453 ratings",/Lunars-V-Line-Resistant-Bagpack-College/dp/B08BP5CYDV/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-118,ManufacturerLunars,ASINB08BP5CYDV
76,        Gear Campus1 22L Water Resistant School Bag/ College Bag/ Backpack For Men/Women-Black Royalblue       ,650,4.3 out of 5 stars,"3,892 ratings",/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-119,DateFirstAvailable9June2015,ManufacturerGearMerchandisePVTLTD
77,        F Gear Enzo Sports Waist Bag (.Black Blue)       ,192.,4.2 out of 5 stars,"1,145 ratings",/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-120,ManufacturerUberFashionMerchandisePvtLtd,ASINB0862LXJYT
78,        Amaze Style 25 L Casual Waterproof 14 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students (C Green)       ,309.,4.0 out of 5 stars,10 ratings,/Casual-Waterproof-Backpack-College-Students/dp/B0928L37P5/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-121,ASINB0928L37P5,ItempartnumberMoonRed
79,        Lavie Sport Mode Gear 30 Litres Business Laptop Backpack | Premium Leather Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook       ,999,3.7 out of 5 stars,20 ratings,/Lavie-Sport-Business-Backpack-Backpacks/dp/B0BQMTLDGY/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1681981220&sprefix=ba%2Caps%2C283&sr=8-122,ManufacturerBagzoneLifestylePvtLtd,ASINB0BQMTLDGY
80,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo5NzA1MzQ0NDYxNDYzNzI6MTY4MTk4MTIzMzpzcF9hdGZfbmV4dDoyMDExMzY0ODU4NjA5ODo6MDo6&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981233%26sprefix%3Dba%252Caps%252C283%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
81,"        uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,700",4.0 out of 5 stars,207 ratings,/sspa/click?ie=UTF8&spc=MTo5NzA1MzQ0NDYxNDYzNzI6MTY4MTk4MTIzMzpzcF9hdGZfbmV4dDoyMDA2NTUzMzY4NDY5ODo6MDo6&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981233%26sprefix%3Dba%252Caps%252C283%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B81YTTWS
82,        Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black       ,990,4.4 out of 5 stars,"1,730 ratings",/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-131,ManufacturerGearMerchandisePVTLTD,ASINB07G44G1DC
83,"        Half Moon 55L Waterproof Rucksack Bags for Men/Trekking Bags for Men, Polyester Navy | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women       ",979,4.0 out of 5 stars,966 ratings,/Half-Moon-Travelling-Compartment-Polyester/dp/B09CGZ2W28/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-132,ManufacturerHalf_Moon,ASINB09CGZ2W28
84,"        SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable       ",449,4.2 out of 5 stars,724 ratings,/SACCI-MUCCI-Allamanda-Lightweight-SM1-10_magnolia/dp/B09TDNZ88Z/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-133,ManufacturerWeMakeMemories,ASINB09TDNZ88Z
85,        DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years)       ,239.,3.7 out of 5 stars,"11,382 ratings",/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-134,DateFirstAvailable31December2015,ManufacturerRushiEnterprise
86,"        SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )       ",259.,4.0 out of 5 stars,349 ratings,/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-135,ManufacturerVikrantExtrusionDaman,ASINB09TPHFMX7
87,        Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Black)       ,"1,257",5.0 out of 5 stars,1 rating,/Gear-DOUBLE-DECKER-Resistant-Backpack/dp/B0BTJ3WTMV/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-136,ManufacturerGearMerchandisePvtLtd,ASINB0BTJ3WTMV
88,        DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black       ,299.,3.8 out of 5 stars,"2,350 ratings",/DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-137,DateFirstAvailable28August2018,ManufacturerRushiEnterprise
89,,,,,/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1681981233&sprefix=ba%2Caps%2C283&sr=8-138,DateFirstAvailable28August2018,ManufacturerRushiEnterprise
90,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MToxOTY4NzkyOTEzODA0MDgyOjE2ODE5ODEyNDQ6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981244%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
91,,,,,/sspa/click?ie=UTF8&spc=MToxOTY4NzkyOTEzODA0MDgyOjE2ODE5ODEyNDQ6c3BfYXRmX25leHQ6MjAxNDIzODczODg5OTg6OjA6Og&url=%2FAmic-Handcrafted-Leather-Laptop-Backpack%2Fdp%2FB0BZ9J1Q2H%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981244%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
92,"        Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)       ",849,3.8 out of 5 stars,"1,070 ratings",/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-147,ManufacturerAkshayaRubbersHebbalIndustrialAreaMysore,ASINB08YR63B9M
93,        Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls       ,559,3.7 out of 5 stars,350 ratings,/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-148,ManufacturerHalf_Moon,ASINB09QM9N1B3
94,"        AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather       ",929,3.9 out of 5 stars,771 ratings,/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-149,ManufacturerAirCase,ASINB07QN4KXWG
95,        F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag       ,969.,4.4 out of 5 stars,806 ratings,/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-150,DateFirstAvailable11May2017,ManufacturerUberFashionMerchandisePvtLtd
96,,,,,/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-151,DateFirstAvailable11May2017,ManufacturerUberFashionMerchandisePvtLtd
97,,,,,/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-152,DateFirstAvailable11May2017,ManufacturerUberFashionMerchandisePvtLtd
98,"        uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,600.",4.1 out of 5 stars,401 ratings,/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-153,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B69M182Q
99,        Skybags Network Pro 26L Unisex Blue Laptop Bags       ,"1,599.",4.0 out of 5 stars,69 ratings,/Skybags-Network-Unisex-Blue-Laptop/dp/B0B4DTMVXY/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1681981244&sprefix=ba%2Caps%2C283&sr=8-154,ManufacturerVIPIndustriesLimitedDGPHouse88COldPrabhadeviRoadPrabhadeviMumbai400025India,ASINB0B4DTMVXY
100,,,,,/sspa/click?ie=UTF8&spc=MTo4NTM1MzY1MTM1MzE3MTIwOjE2ODE5ODEyNTg6c3BfYXRmX25leHQ6MjAxMzY4NDcxNTQwOTg6OjA6Og&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BZW8KW18%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981258%26sprefix%3Dba%252Caps%252C283%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerVIPIndustriesLimitedDGPHouse88COldPrabhadeviRoadPrabhadeviMumbai400025India,ASINB0B4DTMVXY
