,name,price,rating,review,url,Manufacturer,Asin
101,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo4NTM1MzY1MTM1MzE3MTIwOjE2ODE5ODEyNTg6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981258%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
102,,,,,/Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sprefix=ba%2Caps%2C283&sr=8-163,ManufacturerAHCreation,ASINB09B7KC93T
103,        Skybags New Neon 30 L Backpack (Green)       ,"1,049.",4.1 out of 5 stars,751 ratings,/Skybags-New-Neon-Backpack-Green/dp/B07SSDP8D5/ref=sr_1_164_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-164,ManufacturerFutureRetail,ASINB07SSDP8D5
104,        Skybags New Neon 30 L Backpack (Green)       ,"1,049",4.1 out of 5 stars,751 ratings,/Skybags-New-Neon-Backpack-Green/dp/B07SSDP8D5/ref=sr_1_164_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-164,ManufacturerFutureRetail,ASINB07SSDP8D5
105,"        GREENLANDS 42 Litres Quad Backpack/Bag with Rain Cover for Travel, Upto 17” Laptop, School/College and Work Lightweight and Stylish Bag Men and Women- Light Grey       ","1,844.",3.7 out of 5 stars,91 ratings,/GreenLands-SG-Backpack-QUAD-L-Grey/dp/B08ML7RWG6/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sprefix=ba%2Caps%2C283&sr=8-165,ManufacturerSG,ASINB08ML7RWG6
106,"        URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black       ",989.,3.9 out of 5 stars,729 ratings,/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sprefix=ba%2Caps%2C283&sr=8-166,DateFirstAvailable3March2017,ManufacturerBackpackInternationalPvtLtd
107,        Puma Unisex Gym Bag IND       ,599.,4.0 out of 5 stars,434 ratings,/PUMA-Gym-Bag-IND-Fig-CASTLEROCK/dp/B089T98TKG/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sprefix=ba%2Caps%2C283&sr=8-167,ManufacturerPuma,ASINB089T98TKG
108,        Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover       ,849.,3.9 out of 5 stars,"2,539 ratings",/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sprefix=ba%2Caps%2C283&sr=8-168,ManufacturerAmazingBags,ASINB0BHX7GY16
109,        ZIPLOC Polyester 42 Liters Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack ( Black )       ,"1,599.",3.6 out of 5 stars,10 ratings,/ZIPLOC-Polyester-Waterproof-Backpack-Business/dp/B099FFLQ5Q/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1681981258&sprefix=ba%2Caps%2C283&sr=8-169,ASINB099FFLQ5Q,ItempartnumberUB9008BK
110,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo2OTc5MzQyMDk3NzA4OTQ0OjE2ODE5ODEyNzI6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_177_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981272%26sprefix%3Dba%252Caps%252C283%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
111,"        uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,600.",4.1 out of 5 stars,401 ratings,/sspa/click?ie=UTF8&spc=MTo2OTc5MzQyMDk3NzA4OTQ0OjE2ODE5ODEyNzI6c3BfYXRmX25leHQ6MjAwNjM3ODQ0NTgwOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_178_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981272%26sprefix%3Dba%252Caps%252C283%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B68Z3X7D
112,"        Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)       ",599,3.8 out of 5 stars,739 ratings,/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-179,ManufacturerSafariIndustries,ASINB09B26MB5M
113,"        Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College       ",739.,4.4 out of 5 stars,"1,048 ratings",/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-180,ManufacturerSafari,ASINB08YF1XJXY
114,        Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus)       ,"1,647.",4.4 out of 5 stars,"1,924 ratings",/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-181,DateFirstAvailable7July2018,ManufacturerWildcraft
115,,,,,https://aax-eu.amazon.in/x/c/RDyH1vUgbK-xFiMhimC4N7EAAAGHneVyWQMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDBxnKJ/https://www.amazon.in/Adjustable-Backpack-Charging-Resistant-Bussiness/dp/B084NZFNGS/ref=sxin_16_sbv_search_btf?content-id=amzn1.sym.93240040-7510-4cf9-a1aa-e295d190738a%3Aamzn1.sym.93240040-7510-4cf9-a1aa-e295d190738a&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B084NZFNGS&pd_rd_r=5dd69a2c-de1d-4796-b973-d8583bfd8064&pd_rd_w=BKqX7&pd_rd_wg=AifkI&pf_rd_p=93240040-7510-4cf9-a1aa-e295d190738a&pf_rd_r=A4B2F3YR1XEMVMJKATNK&qid=1681981272&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-177-69854b2b-eed5-48c0-8a3b-ed25f92e9cd8,DateFirstAvailable7July2018,ManufacturerWildcraft
116,        NORTH ZONE Outdoor Travel Anti Theft Laptop Backpack Mochila anti robo Outdoor Travel Daily School Custom Logo Schoolbag Business Men Bag (Grey)       ,599.,3.6 out of 5 stars,56 ratings,/NORTH-ZONE-Backpack-Schoolbag-Business/dp/B0BH8S9QGH/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-182,ASINB0BH8S9QGH,ItemmodelnumberANTI01
117,        F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black)       ,"1,149.",4.4 out of 5 stars,229 ratings,/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-183,DateFirstAvailable14June2017,ManufacturerUberFashionMerchandisePvtLtd
118,        POLICE Polyester 35 Ltr Laptop Big Low Spec Laptop Backpack - Black/Navy       ,"1,569",3.3 out of 5 stars,196 ratings,/Police-Polyester-Laptop-Spec-Backpack/dp/B07ZB8NWTZ/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-184,ManufacturerToreroCorporationPvtLtd,ASINB07ZB8NWTZ
119,,,,,/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1681981272&sprefix=ba%2Caps%2C283&sr=8-185,ManufacturerToreroCorporationPvtLtd,ASINB07ZB8NWTZ
120,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MToyNDY4NDM4MzAxNDY0MTIyOjE2ODE5ODEyODQ6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_193_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981284%26sprefix%3Dba%252Caps%252C283%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
121,"        Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips       ",529.,3.9 out of 5 stars,"15,574 ratings",/sspa/click?ie=UTF8&spc=MToyNDY4NDM4MzAxNDY0MTIyOjE2ODE5ODEyODQ6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_194_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981284%26sprefix%3Dba%252Caps%252C283%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAmazingBags,ASINB085MHDJ93
122,        Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty       ,849,4.0 out of 5 stars,"13,145 ratings",/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-195,ManufacturerLunars,ASINB07WNFN1XS
123,        Martucci Large 35 L Backpack Spacy Unisex /College/School/Travel Backpack with Rain Cover and Reflective Strip       ,765.,4.0 out of 5 stars,"1,089 ratings",/Martucci-Backpack-College-Reflective-Airport/dp/B0B7DVC3TL/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-196,ManufacturerMartucci,ASINB0B7DVC3TL
124,"        SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY       ",749,3.7 out of 5 stars,232 ratings,/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-197,ASINB0966F821Q,ItemmodelnumberLAPTOPBAGS
125,,,,,/Motherly-Diaper-Travel-Basic-Black/dp/B07QXSNDKN/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-198,ASINB0966F821Q,ItemmodelnumberLAPTOPBAGS
126,"        GoHustle Business Class Convertible Laptop Backpack Bag | Waterproof Raincover | 30L, Upto 15.6 inch laptop bag, Keyholder & Organizer, Black Color       ","1,650",4.3 out of 5 stars,18 ratings,/GoHustle-Business-Class-Convertible-Waterproof/dp/B0BM99GZ2K/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-199,ManufacturerRCXBrandsDelhi110055919315775050Whatsapp,ASINB0BM99GZ2K
127,        Dybbuk Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office (Red)       ,475,3.5 out of 5 stars,14 ratings,/Dybbuk-Lightweight-Backpacks-Stylish-College/dp/B0BCGWRTHT/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-200,ASINB0BCGWRTHT,ItemmodelnumberMiniPrinted
128,"        F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag       ",929,4.3 out of 5 stars,"1,268 ratings",/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-201,DateFirstAvailable19December2017,ManufacturerUberFashionMerchandisePvtLtd
129,"        American Tourister Sest+ Polyester 2 Compartment Unisex Backpack (Grey,Frsz)       ","1,575.",3.0 out of 5 stars,2 ratings,/American-Tourister-Polyester-Compartment-Backpack/dp/B0BWFFFT5H/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1681981284&sprefix=ba%2Caps%2C283&sr=8-202,ManufacturerAmericanTourister,ASINB0BWFFFT5H
130,"        Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips       ",529.,3.9 out of 5 stars,"15,574 ratings",/sspa/click?ie=UTF8&spc=MTo0OTU3MzI3MTIxNjQxOTExOjE2ODE5ODEyOTY6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981296%26sprefix%3Dba%252Caps%252C283%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAmazingBags,ASINB085MHDJ93
131,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo0OTU3MzI3MTIxNjQxOTExOjE2ODE5ODEyOTY6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_210_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981296%26sprefix%3Dba%252Caps%252C283%26sr%3D8-210-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
132,,,,,/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sprefix=ba%2Caps%2C283&sr=8-211,ManufacturerAHCreation,ASINB09B7KC93T
133,        FAIS N FAB Printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women | Casual Bagpack with Front Pocket | Office Laptop Bag | College Student Travel Bag       ,399.,3.6 out of 5 stars,4 ratings,/Printed-Collage-Picknic-Bag-Backpack-Bagpack/dp/B0BMQHSSTN/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sprefix=ba%2Caps%2C283&sr=8-212,ManufacturerDANISHFASHION,ASINB0BMQHSSTN
134,        POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black       ,"1,399.",4.1 out of 5 stars,"5,400 ratings",/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_213?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sprefix=ba%2Caps%2C283&sr=8-213,ASINB09CQ5T3LN,ItemmodelnumberBackpack
135,        Wildcraft Polyester 35 Ltrs Black and Mel Backpack (WC 5 Dare)       ,"1,690.",4.5 out of 5 stars,"1,596 ratings",/Wildcraft-Black-Backpack-WC-Dare/dp/B06XD713N9/ref=sr_1_214_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-214,DateFirstAvailable28February2017,ManufacturerWildcraft
136,        Wildcraft Polyester 35 Ltrs Black and Mel Backpack (WC 5 Dare)       ,"1,690.",4.5 out of 5 stars,"1,596 ratings",/Wildcraft-Black-Backpack-WC-Dare/dp/B06XD713N9/ref=sr_1_214_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-214,DateFirstAvailable28February2017,ManufacturerWildcraft
137,"        Harissons Trinity Gym Duffel 28L Sports Bag for Men and Women(Black & Green) Polyester | 2 in 1 Yoga Mat Holder Duffle Bag with Shoe Compartment, Detachable Shoulder Strap with Quick Access Pocket       ",999.,4.1 out of 5 stars,525 ratings,/Harissons-Trinity-Women-Black-Green/dp/B07NCZD81X/ref=sr_1_215?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sprefix=ba%2Caps%2C283&sr=8-215,DateFirstAvailable3February2019,ManufacturerHarissons
138,        Baywatch Unisex Casual Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students (Green)       ,490,3.1 out of 5 stars,15 ratings,/Baywatch-Unisex-Casual-Polyester-Backpack/dp/B099DZ8KY9/ref=sr_1_216?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sprefix=ba%2Caps%2C283&sr=8-216,ManufacturerAkkiraFashions,ASINB099DZ8KY9
139,        Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue)       ,699,3.5 out of 5 stars,40 ratings,/Half-Moon-Waterproof-Backpack-Students/dp/B0BR149RMT/ref=sr_1_217?crid=2M096C61O4MLT&keywords=bags&qid=1681981296&sprefix=ba%2Caps%2C283&sr=8-217,ManufacturerAmazingBags,ASINB0BR149RMT
140,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo4Njc5ODU0MjA1NDk2NTIxOjE2ODE5ODEzMTA6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_225_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981310%26sprefix%3Dba%252Caps%252C283%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
141,"        uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,600.",4.1 out of 5 stars,401 ratings,/sspa/click?ie=UTF8&spc=MTo4Njc5ODU0MjA1NDk2NTIxOjE2ODE5ODEzMTA6c3BfYXRmX25leHQ6MjAwNjM3ODQ0NTgwOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_226_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981310%26sprefix%3Dba%252Caps%252C283%26sr%3D8-226-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B68Z3X7D
142,        Victorinox Nylon Black Laptop Bag (31322601)       ,"25,320.",4.5 out of 5 stars,11 ratings,/Victorinox-Nylon-Black-Laptop-31322601/dp/B004UCORV2/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-227,DateFirstAvailable29January2014,ManufacturerVictorinox
143,        Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue)       ,699,3.5 out of 5 stars,40 ratings,/Half-Moon-Waterproof-Backpack-Students/dp/B0BR149RMT/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-228,ManufacturerAmazingBags,ASINB0BR149RMT
144,"        WILDHORN 31L Laptop Backpack for Men / Women I Fits upto 15.6"" Laptop I Waterproof I Travel / Business / College Bookbags       ",599,4.1 out of 5 stars,"1,100 ratings",/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-229,ManufacturerWildHorn,ASINB09QL66G55
145,"        uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty       ",950,4.1 out of 5 stars,179 ratings,/uppercase-Backpack-1600EBP1-resistant-sustainable/dp/B0B68ZS5G1/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-230,ManufacturerAcefourAccessoriesPvtLtd,ASINB0B68ZS5G1
146,        POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black       ,"1,399.",4.1 out of 5 stars,"5,400 ratings",/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-231,ASINB09CQ5T3LN,ItemmodelnumberBackpack
147,        Pagwin 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0025)       ,549,3.6 out of 5 stars,69 ratings,/Pagwin-ltrs-BACKPACK-INVALID-Black/dp/B09VZC6C8W/ref=sr_1_232?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-232,ManufacturerPAGWINSTORE,ASINB09VZC6C8W
148,        NORTH ZONE Business Waterproof School Bags Bagpack Travel Laptop Shoulder Backpack Anti Theft Backpack for College Travel Outdoor Grey       ,854,3.3 out of 5 stars,14 ratings,/Business-Waterproof-Bagpack-Shoulder-Backpack/dp/B09SD9ZWFG/ref=sr_1_233?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-233,Itemmodelnumber101,CountryofOriginIndia
149,"        SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY       ",749,3.7 out of 5 stars,232 ratings,/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_234?crid=2M096C61O4MLT&keywords=bags&qid=1681981310&sprefix=ba%2Caps%2C283&sr=8-234,ASINB0966F821Q,ItemmodelnumberLAPTOPBAGS
150,,,,,/sspa/click?ie=UTF8&spc=MToyODIzNjIwNzc0MDA2NzA6MTY4MTk4MTMxOTpzcF9hdGZfbmV4dDoyMDEzNjg0NzE1NDA5ODo6MDo6&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BZW8KW18%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981319%26sprefix%3Dba%252Caps%252C283%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ASINB0966F821Q,ItemmodelnumberLAPTOPBAGS
151,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MToyODIzNjIwNzc0MDA2NzA6MTY4MTk4MTMxOTpzcF9hdGZfbmV4dDoyMDExMzY0ODU4NjA5ODo6MDo6&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981319%26sprefix%3Dba%252Caps%252C283%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
152,        F Gear Colorado Navy Lmn yelw 39 Ltrs Laptop Backpack (3813)       ,749.,4.2 out of 5 stars,92 ratings,/Gear-Colorado-Navy-Laptop-Backpack/dp/B097K6SPH7/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-243,ManufacturerUberFashionMerchandisePvtLtd,ASINB097K6SPH7
153,,,,,/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07CRYXTDG/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-244,ManufacturerUberFashionMerchandisePvtLtd,ASINB097K6SPH7
154,        House of Quirk Baby Diaper Bag Maternity Backpack       ,"1,449",4.4 out of 5 stars,987 ratings,/House-Quirk-Maternity-Backpack-Elephant/dp/B07QV7SH4S/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-245,ManufacturerHouseofQuirk,ASINB07QV7SH4S
